AccX,AccY,AccZ,GyroX,GyroY,GyroZ
0.13,0.38,-9.96,-0.03,0.0,0.03
0.18,0.4,-10.0,-0.05,-0.0,0.02
0.18,0.43,-9.93,-0.04,-0.01,0.02
0.19,0.32,-9.98,-0.01,0.0,0.03
0.18,0.35,-9.98,-0.02,-0.0,0.02
0.22,0.37,-9.85,0.01,0.01,0.03
0.18,0.37,-9.99,-0.02,0.0,0.03
0.19,0.39,-9.95,-0.02,0.0,0.03
0.16,0.44,-9.98,0.11,0.04,0.03
0.19,0.35,-10.07,0.04,0.03,0.02
0.18,0.36,-9.91,-0.01,0.01,0.02
0.27,0.4,-9.91,0.12,0.04,0.02
0.19,0.46,-9.87,0.05,0.03,0.03
0.19,0.42,-10.01,0.01,0.01,0.03
0.2,0.42,-9.9,0.03,0.02,0.03
0.19,0.39,-10.0,-0.01,0.01,0.03
0.22,0.38,-9.91,-0.0,0.0,0.02
0.15,0.32,-9.92,0.09,0.03,0.03
0.16,0.32,-10.08,0.04,0.02,0.03
0.25,0.34,-10.01,-0.02,-0.0,0.02
0.23,0.39,-9.87,0.1,0.04,0.03
0.21,0.38,-10.04,0.05,0.02,0.02
0.18,0.45,-9.96,-0.03,-0.0,0.02
0.15,0.47,-9.91,0.01,0.01,0.02
0.16,0.43,-9.95,-0.01,0.01,0.03
0.18,0.43,-9.98,-0.07,-0.01,0.02
0.2,0.43,-9.91,0.01,0.01,0.03
0.23,0.41,-9.99,-0.04,-0.0,0.03
0.17,0.35,-9.98,-0.03,0.0,0.02
0.2,0.41,-9.97,-0.01,0.0,0.02
0.2,0.41,-10.01,-0.02,0.0,0.02
0.17,0.42,-9.96,0.0,0.02,0.03
0.16,0.38,-9.89,0.0,0.01,0.03
0.16,0.43,-9.94,-0.02,0.01,0.02
0.18,0.4,-9.98,-0.01,0.01,0.02
0.23,0.42,-9.92,-0.0,0.01,0.03
0.21,0.4,-9.95,0.02,0.01,0.03
0.22,0.41,-9.94,0.01,0.01,0.02
0.18,0.43,-10.01,0.0,0.0,0.03
0.18,0.48,-10.0,-0.01,0.01,0.03
0.13,0.47,-9.98,0.01,0.01,0.02
0.2,0.42,-9.88,-0.02,0.0,0.03
0.16,0.37,-10.04,-0.02,0.0,0.02
0.21,0.43,-9.95,0.0,0.01,0.03
0.18,0.34,-10.01,-0.02,-0.0,0.02
0.15,0.39,-9.99,-0.02,0.01,0.03
0.17,0.44,-9.93,-0.01,0.01,0.02
0.12,0.4,-10.0,-0.02,0.0,0.03
0.18,0.37,-9.93,-0.01,0.0,0.02
0.21,0.36,-9.92,-0.0,0.0,0.03
0.15,0.37,-10.0,-0.01,0.01,0.02
0.11,0.34,-9.97,-0.01,0.01,0.03
0.17,0.34,-10.03,-0.01,0.01,0.03
0.24,0.45,-9.99,-0.01,0.0,0.03
0.11,0.37,-9.99,-0.0,0.01,0.03
0.13,0.38,-9.93,-0.01,0.0,0.02
0.1,0.27,-10.04,0.0,0.01,0.03
0.15,0.39,-9.99,-0.01,0.0,0.03
0.16,0.41,-9.97,-0.01,0.0,0.02
0.16,0.39,-9.89,-0.01,0.01,0.03
0.12,0.43,-9.98,-0.03,0.0,0.03
0.21,0.34,-9.97,-0.04,0.0,0.02
0.18,0.33,-9.99,-0.01,0.0,0.03
0.13,0.35,-9.96,-0.03,0.0,0.03
0.18,0.39,-9.91,-0.01,0.01,0.02
0.21,0.35,-9.95,-0.03,0.0,0.03
0.21,0.34,-10.02,-0.01,0.01,0.02
0.18,0.4,-9.92,-0.0,0.0,0.03
0.23,0.38,-9.99,-0.02,0.0,0.02
0.19,0.36,-9.96,-0.0,0.0,0.03
0.17,0.39,-10.04,-0.01,0.0,0.02
0.23,0.34,-9.93,-0.0,0.01,0.03
0.21,0.39,-9.98,-0.0,0.0,0.03
0.14,0.47,-10.0,-0.01,0.0,0.03
0.22,0.41,-10.0,-0.01,0.01,0.03
0.19,0.36,-9.92,0.0,0.01,0.02
0.19,0.34,-9.99,-0.02,0.0,0.02
0.21,0.35,-9.92,-0.0,0.0,0.03
0.14,0.4,-10.0,-0.03,-0.0,0.03
0.19,0.41,-9.94,-0.0,0.0,0.02
0.17,0.38,-9.94,0.02,0.02,0.03
0.2,0.41,-9.94,-0.02,0.01,0.02
0.19,0.34,-9.9,0.0,0.01,0.03
0.17,0.36,-10.05,-0.0,0.0,0.02
0.22,0.37,-9.98,-0.01,0.01,0.02
0.22,0.44,-9.97,-0.0,0.0,0.03
0.19,0.35,-9.97,0.01,0.01,0.03
0.12,0.34,-9.9,-0.01,0.01,0.03
0.21,0.44,-9.95,-0.01,0.01,0.03
0.15,0.42,-10.02,-0.03,-0.0,0.02
0.2,0.35,-9.98,0.0,0.01,0.02
0.22,0.39,-9.94,0.0,0.01,0.03
0.18,0.4,-9.93,0.02,0.01,0.03
0.21,0.41,-10.01,0.01,0.01,0.03
0.21,0.41,-9.96,-0.01,0.01,0.03
0.24,0.34,-9.93,0.0,0.02,0.02
0.21,0.38,-9.93,-0.02,-0.0,0.03
0.23,0.39,-9.92,-0.01,0.01,0.03
0.19,0.33,-9.99,-0.02,0.01,0.03
0.19,0.36,-9.97,-0.01,0.0,0.03
0.16,0.36,-9.96,0.0,0.01,0.03
0.21,0.4,-9.9,-0.02,0.0,0.03
0.15,0.35,-9.94,0.01,0.02,0.02
0.15,0.34,-9.92,-0.0,0.01,0.02
0.28,0.4,-9.89,-0.03,0.0,0.03
0.2,0.38,-9.95,-0.01,0.02,0.03
0.16,0.39,-9.95,-0.01,0.01,0.03
0.2,0.45,-9.95,-0.01,-0.0,0.03
0.12,0.34,-9.98,0.0,0.01,0.03
0.14,0.44,-9.93,-0.0,0.01,0.03
0.18,0.43,-9.94,-0.03,0.0,0.02
0.16,0.41,-9.96,0.0,0.01,0.03
0.16,0.39,-9.94,-0.01,0.01,0.02
0.19,0.43,-9.97,-0.0,0.01,0.03
0.19,0.37,-9.94,-0.01,0.01,0.02
0.18,0.34,-9.97,0.01,0.01,0.03
0.18,0.42,-9.93,0.02,0.01,0.03
0.19,0.48,-9.96,-0.02,0.0,0.03
0.21,0.35,-9.9,0.01,0.01,0.03
0.19,0.34,-9.95,-0.04,0.0,0.02
0.2,0.35,-10.09,0.01,0.01,0.03
0.17,0.4,-9.98,-0.05,-0.01,0.03
0.22,0.45,-9.86,0.01,0.01,0.03
0.17,0.38,-9.97,-0.02,0.01,0.03
0.2,0.37,-10.01,-0.03,0.0,0.01
0.19,0.36,-9.88,0.0,0.0,0.02
0.17,0.39,-9.94,-0.05,0.01,0.03
0.17,0.38,-9.92,-0.0,0.01,0.03
0.16,0.33,-10.07,-0.02,0.01,0.03
0.15,0.39,-9.96,0.02,0.01,0.03
0.21,0.39,-9.93,0.0,0.01,0.03
0.2,0.4,-9.9,0.0,0.01,0.02
0.22,0.43,-9.95,-0.01,0.01,0.03
0.16,0.42,-9.89,-0.03,-0.0,0.02
0.22,0.38,-9.91,0.01,0.0,0.02
0.23,0.36,-9.9,-0.03,0.01,0.03
0.15,0.47,-9.93,-0.01,0.0,0.03
0.19,0.39,-9.94,0.0,0.01,0.02
0.19,0.4,-9.94,-0.02,0.0,0.02
0.18,0.43,-9.91,0.01,0.01,0.03
0.23,0.36,-10.01,0.03,0.01,0.03
0.2,0.39,-9.97,-0.04,-0.0,0.02
0.21,0.48,-9.98,0.0,0.01,0.03
0.17,0.39,-9.99,0.03,0.02,0.03
0.12,0.43,-9.97,-0.03,-0.0,0.02
0.09,0.42,-9.9,0.04,0.02,0.02
0.21,0.34,-9.9,0.03,0.03,0.03
0.25,0.37,-10.02,-0.07,-0.0,0.02
-0.23,0.64,-10.38,0.14,0.04,0.02
0.27,0.32,-10.03,0.02,0.02,0.02
0.13,0.46,-9.85,-0.07,-0.0,0.02
0.2,0.46,-9.95,0.01,0.01,0.03
0.23,0.36,-9.99,-0.07,-0.0,0.03
0.13,0.35,-9.88,-0.02,0.01,0.03
0.19,0.34,-10.03,0.03,0.01,0.03
0.16,0.39,-10.0,-0.01,0.01,0.03
0.18,0.3,-9.93,-0.01,0.0,0.03
0.24,0.37,-9.92,0.02,0.03,0.03
0.2,0.42,-9.97,0.01,0.01,0.03
0.2,0.34,-9.96,0.02,0.02,0.02
0.21,0.39,-9.89,-0.03,0.0,0.03
0.21,0.37,-9.94,-0.03,0.0,0.03
0.2,0.3,-9.97,0.01,0.01,0.01
0.26,0.36,-9.99,-0.02,0.01,0.02
0.17,0.33,-9.88,0.01,0.01,0.03
0.2,0.38,-9.91,0.02,0.02,0.03
0.18,0.37,-9.91,-0.01,0.0,0.02
0.17,-0.91,-10.07,0.51,-0.11,0.47
0.39,-0.53,-10.01,-0.01,0.0,0.0
0.27,-0.42,-9.83,-0.21,-0.11,0.07
0.11,0.03,-9.94,-0.29,-0.04,-0.02
0.18,-0.55,-10.0,-0.01,0.03,0.03
0.3,-0.65,-10.0,0.56,-0.1,0.04
0.26,0.47,-10.02,-0.16,-0.06,-0.36
0.08,0.46,-10.01,-1.45,-0.43,-0.27
-0.65,0.31,-9.17,-0.62,-0.02,-0.25
-0.5,3.09,-9.42,-1.47,-0.07,0.1
-0.77,4.45,-8.69,-2.12,-0.19,0.31
-0.57,6.39,-7.31,-1.72,0.09,-0.05
-0.73,7.54,-6.03,-5.4,0.16,0.1
-0.34,9.48,-1.88,-1.98,0.03,0.09
-0.32,9.63,-0.31,-1.22,-0.04,0.21
-0.32,9.61,0.08,-0.05,0.0,0.03
-0.25,9.63,0.02,0.0,0.0,0.03
-0.27,9.59,0.1,-0.0,0.01,0.03
-0.27,9.64,0.14,-0.02,0.01,0.03
-0.36,9.61,0.01,-0.01,0.01,0.03
-0.29,9.64,0.05,-0.01,0.01,0.02
-0.33,9.62,0.08,-0.03,0.0,0.02
-0.29,9.67,0.04,-0.01,0.01,0.02
-0.29,9.66,0.02,-0.02,0.0,0.03
-0.31,9.63,0.12,-0.01,0.01,0.03
-0.23,9.65,0.05,-0.02,0.0,0.02
-0.27,9.62,0.16,-0.01,0.01,0.03
-0.3,9.62,0.08,-0.0,0.0,0.03
-0.32,9.59,0.1,-0.01,0.0,0.03
-0.35,9.65,0.1,-0.01,0.01,0.03
-0.29,9.57,0.17,-0.02,0.02,0.02
-0.33,9.57,0.13,-0.01,0.0,0.02
-0.34,9.67,0.14,0.0,0.01,0.03
-0.27,9.61,0.01,-0.01,0.01,0.02
-0.34,9.62,0.14,-0.01,0.01,0.02
-0.27,9.65,0.07,-0.01,0.0,0.02
-0.28,9.67,0.17,-0.02,0.01,0.03
-0.28,9.62,0.12,-0.01,0.01,0.03
-0.27,9.54,0.03,-0.01,-0.0,0.02
-0.3,9.62,0.12,-0.01,0.0,0.03
-0.26,9.64,0.07,-0.02,0.01,0.03
-0.36,9.65,0.04,-0.02,0.01,0.03
-0.32,9.68,0.05,-0.01,0.01,0.02
-0.36,9.6,0.11,-0.01,0.01,0.03
-0.27,9.59,0.06,-0.01,0.0,0.02
-0.3,9.64,0.11,-0.02,0.0,0.03
-0.3,9.62,0.1,-0.01,0.01,0.02
-0.3,9.62,0.11,-0.0,0.01,0.02
-0.34,9.59,0.12,-0.01,0.01,0.03
-0.29,9.61,0.13,-0.01,0.0,0.03
-0.35,9.63,0.13,-0.0,0.01,0.03
-0.29,9.64,0.11,-0.02,0.01,0.03
-0.29,9.7,0.17,-0.01,0.0,0.02
-0.28,9.6,0.1,-0.01,0.0,0.03
-0.3,9.59,0.06,-0.02,0.01,0.02
-0.24,9.62,0.1,-0.0,0.01,0.02
-0.3,9.66,0.1,-0.01,0.0,0.02
-0.31,9.56,0.18,-0.01,0.0,0.03
-0.25,9.6,0.14,-0.01,0.0,0.02
-0.27,9.65,0.11,-0.01,0.01,0.03
-0.29,9.65,0.07,-0.01,0.01,0.02
-0.34,9.59,0.08,-0.01,0.01,0.02
-0.32,9.62,0.1,-0.02,0.01,0.02
-0.31,9.62,0.13,-0.01,0.01,0.03
-0.28,9.64,0.1,-0.01,0.01,0.03
-0.3,9.66,0.13,-0.01,0.02,0.03
-0.27,9.68,0.14,-0.0,0.0,0.03
-0.26,9.59,0.14,-0.01,0.0,0.03
-0.33,9.63,0.1,-0.01,0.01,0.02
-0.27,9.61,0.08,-0.01,0.01,0.02
-0.3,9.56,0.06,-0.01,0.0,0.03
-0.35,9.6,0.08,-0.01,-0.0,0.03
-0.31,9.62,0.09,-0.01,0.01,0.02
-0.29,9.62,0.14,-0.01,0.01,0.03
-0.28,9.63,0.08,-0.01,0.01,0.03
-0.33,9.63,0.11,-0.01,0.0,0.03
-0.28,9.61,0.06,-0.01,0.01,0.02
-0.31,9.62,0.09,-0.01,0.01,0.03
-0.34,9.64,0.12,-0.0,0.0,0.02
-0.31,9.66,0.1,-0.01,0.0,0.02
-0.26,9.67,0.08,-0.0,0.01,0.03
-0.33,9.63,0.16,-0.01,0.01,0.02
-0.28,9.65,0.08,-0.01,0.01,0.02
-0.3,9.71,0.11,-0.01,0.01,0.03
-0.27,9.63,0.1,-0.01,0.0,0.02
-0.26,9.64,0.08,-0.01,0.02,0.02
-0.31,9.67,0.13,-0.01,0.01,0.03
-0.31,9.65,0.11,-0.01,0.0,0.03
-0.35,9.58,0.07,-0.01,0.0,0.02
-0.34,9.64,0.12,-0.01,0.01,0.02
-0.29,9.66,0.05,-0.01,0.01,0.02
-0.38,9.61,0.06,-0.01,0.0,0.03
-0.35,9.59,0.09,-0.01,0.01,0.02
-0.27,9.62,0.04,-0.02,0.0,0.04
-0.27,9.66,0.08,-0.01,0.0,0.02
-0.31,9.64,0.03,-0.01,0.01,0.03
-0.25,9.62,0.15,-0.01,0.01,0.03
-0.29,9.68,0.11,-0.01,0.01,0.03
-0.29,9.58,0.12,-0.01,0.01,0.03
-0.26,9.61,0.15,-0.01,0.0,0.03
-0.21,9.67,0.09,-0.01,0.01,0.03
-0.26,9.67,0.07,-0.01,-0.0,0.02
-0.25,9.63,0.11,-0.02,0.0,0.02
-0.28,9.63,0.04,0.0,0.01,0.02
-0.29,9.6,0.1,-0.01,0.0,0.02
-0.27,9.66,0.08,-0.01,0.0,0.03
-0.26,9.66,0.09,-0.02,0.01,0.01
-0.22,9.62,0.12,0.0,0.01,0.03
-0.26,9.66,0.1,-0.01,0.01,0.02
-0.31,9.63,0.09,-0.01,0.01,0.02
-0.3,9.64,0.17,-0.01,0.01,0.03
-0.34,9.6,0.11,-0.01,0.01,0.02
-0.32,9.68,0.15,0.0,0.01,0.03
-0.34,9.66,0.12,-0.01,0.01,0.02
-0.32,9.59,0.14,-0.01,0.0,0.03
-0.27,9.64,0.11,0.02,0.01,0.03
0.05,9.54,-0.14,-0.14,0.51,-0.03
-0.02,9.62,0.14,-0.03,-0.46,0.01
-0.25,9.63,0.86,0.02,-0.21,0.04
-0.07,9.6,-0.01,-0.03,-1.17,0.04
-0.08,9.76,0.03,0.06,-0.03,0.69
1.0,9.53,0.27,-0.03,-0.07,0.98
3.33,9.03,-0.22,-0.22,-0.77,2.61
5.17,8.17,-0.26,-0.5,-0.81,2.21
7.17,6.65,-0.33,-0.31,-0.36,2.65
8.7,4.55,-0.16,0.09,0.07,1.94
9.33,3.23,-0.27,0.04,0.01,1.12
9.72,1.79,-0.16,-0.0,0.11,2.15
9.88,0.4,-0.14,-0.0,-0.03,0.03
9.87,0.46,-0.22,-0.02,0.01,0.02
9.83,0.43,-0.21,-0.02,0.01,0.01
9.87,0.46,-0.21,-0.01,0.01,0.02
9.86,0.5,-0.29,-0.01,0.0,0.02
9.84,0.4,-0.23,-0.01,0.01,0.03
9.82,0.37,-0.26,-0.0,0.0,0.02
9.83,0.5,-0.26,-0.01,0.01,0.02
9.84,0.46,-0.2,-0.01,0.01,0.03
9.87,0.41,-0.23,-0.01,0.0,0.02
9.84,0.39,-0.17,-0.01,0.0,0.02
9.85,0.44,-0.23,-0.01,0.01,0.02
9.87,0.42,-0.22,-0.01,0.02,0.03
9.88,0.49,-0.21,-0.0,0.01,0.03
9.85,0.47,-0.17,-0.0,0.01,0.02
9.84,0.42,-0.14,-0.01,-0.0,0.03
9.85,0.43,-0.2,-0.01,0.0,0.03
9.8,0.46,-0.21,-0.01,0.01,0.03
9.84,0.43,-0.17,-0.01,0.02,0.03
9.87,0.49,-0.18,-0.01,0.0,0.03
9.84,0.48,-0.21,-0.01,0.01,0.03
9.84,0.44,-0.2,-0.01,0.02,0.03
9.84,0.44,-0.21,-0.01,0.01,0.02
9.86,0.43,-0.25,-0.01,0.0,0.03
9.87,0.48,-0.24,-0.01,0.01,0.03
9.73,0.41,-0.21,-0.01,0.01,0.02
9.85,0.49,-0.21,-0.01,0.02,0.03
9.89,0.46,-0.2,-0.01,0.01,0.02
9.84,0.4,-0.15,-0.01,0.02,0.03
9.88,0.47,-0.14,-0.01,-0.0,0.03
9.84,0.48,-0.1,-0.01,0.01,0.03
9.82,0.46,-0.2,-0.02,0.01,0.03
9.84,0.46,-0.22,-0.01,0.02,0.03
9.87,0.48,-0.17,-0.01,0.02,0.02
9.84,0.44,-0.21,-0.02,0.01,0.03
9.84,0.47,-0.19,-0.02,0.16,0.04
9.92,0.41,-0.07,-0.01,-0.08,0.02
9.9,0.43,-0.13,-0.01,0.01,0.03
9.88,0.39,-0.08,-0.02,0.02,0.02
9.91,0.48,-0.19,-0.01,0.01,0.03
9.84,0.43,-0.21,-0.01,0.0,0.02
9.81,0.48,-0.18,-0.01,0.0,0.02
9.87,0.44,-0.25,-0.01,0.0,0.03
9.88,0.44,-0.18,-0.02,0.01,0.03
9.79,0.41,-0.17,-0.01,0.01,0.03
9.86,0.45,-0.19,-0.02,0.0,0.03
9.88,0.49,-0.19,-0.01,0.01,0.03
9.9,0.51,-0.22,-0.01,0.01,0.03
9.84,0.46,-0.24,-0.01,0.01,0.03
9.8,0.45,-0.17,-0.01,0.0,0.03
9.9,0.45,-0.19,-0.01,0.02,0.02
9.84,0.43,-0.34,-0.02,0.01,0.03
9.83,0.41,-0.26,-0.0,0.0,0.03
9.87,0.42,-0.21,-0.01,0.01,0.03
9.84,0.44,-0.14,-0.01,0.01,0.02
9.88,0.47,-0.2,-0.01,0.0,0.04
9.78,0.44,-0.23,-0.01,-0.01,0.03
9.87,0.45,-0.25,-0.01,0.0,0.02
9.87,0.41,-0.25,-0.0,0.01,0.02
9.88,0.45,-0.22,-0.01,0.01,0.03
9.94,0.47,-0.25,-0.01,0.01,0.02
9.84,0.46,-0.19,-0.01,0.02,0.02
9.87,0.47,-0.13,-0.01,0.0,0.03
9.86,0.45,-0.21,-0.01,0.02,0.02
9.8,0.4,-0.14,-0.01,0.0,0.02
9.84,0.43,-0.21,-0.01,0.01,0.02
9.86,0.45,-0.2,-0.02,0.0,0.03
9.91,0.47,-0.2,-0.01,0.01,0.03
9.87,0.41,-0.23,-0.01,0.01,0.02
9.88,0.47,-0.17,-0.01,0.0,0.02
9.87,0.4,-0.18,-0.01,0.01,0.03
9.84,0.45,-0.06,-0.01,0.01,0.03
9.89,0.43,-0.18,-0.01,0.02,0.02
9.82,0.47,-0.23,-0.01,0.01,0.02
9.79,0.48,-0.18,-0.02,-0.01,0.03
9.89,0.42,-0.15,-0.01,0.01,0.03
9.93,0.41,-0.18,-0.01,-0.0,0.03
9.84,0.47,-0.22,-0.01,0.0,0.03
9.88,0.44,-0.23,-0.01,0.01,0.03
9.84,0.49,-0.2,-0.01,0.01,0.02
9.85,0.42,-0.25,-0.01,-0.01,0.02
9.87,0.43,-0.17,-0.02,0.01,0.02
9.92,0.48,-0.21,-0.01,0.01,0.03
